Date,Close,Open,High,Low,유로환율_변동%_x,return,log_return,lag_1,lag_2,lag_3,lag_4,lag_5,sma_5,std_5,sma_10,std_10,sma_20,std_20,sma_60,std_60,bb_upper,bb_lower,bb_width,volatility_20,momentum_5,momentum_10,momentum_20,rsi_14,macd,macd_sig,macd_hist,sto_k,sto_d,Volume,alpha1,alpha2,alpha3,alpha4,alpha5,alpha6,alpha7,alpha8,alpha9,VWAP,alpha10,alpha11,alpha12,alpha13,alpha14,alpha15,alpha16,adv20,alpha17,alpha18,alpha19,alpha20,alpha21,alpha22,alpha23,alpha24,alpha25,alpha26,alpha27,alpha28,alpha29,alpha30,alpha31,alpha32,alpha33,alpha34,alpha35,alpha36,alpha37,returns,alpha38,alpha39,alpha40,alpha41,alpha42,alpha43,alpha44,alpha48,alpha45,alpha46,alpha47,alpha49,alpha50,cap,alpha56,alpha57,alpha58,alpha59,alpha51,alpha52,alpha53,alpha54,alpha55,alpha60,adv180,adv120,adv60,adv50,adv15,alpha61,alpha62,alpha63,alpha64,alpha65,alpha66,alpha67,alpha68,alpha69,alpha70,adv5,adv10,adv30,adv40,adv81,adv150,alpha73,alpha71,alpha72,alpha74,alpha75,alpha76,alpha77,alpha78,alpha79,alpha80,alpha81,alpha82,alpha83,alpha84,alpha85,alpha86,alpha87,alpha88,alpha89,alpha90,alpha91,alpha92,alpha93,alpha94,alpha95,alpha96,alpha97,alpha98,alpha99,alpha100,alpha101
2025-07-09,1610.55,1606.57,1614.84,1605.82,0.25,0.0025147680375472437,0.0025116112996074326,-0.0025488649597837465,0.0035390781233396607,0.0011970374755380377,0.0018107463347240645,-0.0009182708419635408,1607.118,3.3960079505166707,1601.9879999999998,6.819168733957501,1591.0855000000001,12.769519001369003,,,1616.624538002738,1565.5464619972622,51.07807600547585,0.06446678444895108,10.450000000000045,25.720000000000027,36.5,70.46450482033302,9.441749084277944,7.385859372376135,2.055889711901809,99.81707317073187,95.77235772357737,,,,,-1.0,,,-1.0,,45.0,1610.4033333333334,-15.0,,,,,,,,,-18.0,,-3410.0,-1,,-0.75,-5.629999999999882,,,1,,12.1,,,,17.0,8.0,,,,0.0025147680375472437,-312.5,,,-0.07964885247724851,0.9,,,,,-1.0,,-4.039999999999964,,,,,-0.8,,-4.039999999999964,,0.4882439618168939,-0.5179428083778898,,,,,,,,0,0,,0,0,-21.666666666666668,,0,,,,,,,,,-23.0,,,0,False,,,,False,,0,,,,,0,,,,,,,,,False,,,,0,,0.44119277241991206
2025-07-10,1604.99,1610.0,1614.78,1602.46,-0.35,-0.0034522368135109227,-0.0034582095331428106,0.0025116112996074326,-0.0025488649597837465,0.0035390781233396607,0.0011970374755380377,0.0018107463347240645,1607.516,2.8683584155353294,1603.609,5.019892539793095,1592.8365,12.105463001211204,,,1617.0474260024223,1568.6255739975775,48.42185200484482,0.06519954109730475,1.990000000000009,16.210000000000036,35.01999999999998,65.41903986981285,9.166651432606841,7.742017784422277,1.4246336481845638,82.86585365853689,90.06097560975634,,,,,-0.7777777777777778,,,-0.3333333333333333,,38.0,1607.4099999999999,-23.0,,,,,,,,,-3.0,,-3432.0,-1,,0.43000000000006366,5.619999999999891,,,1,,12.3,,,,37.0,27.0,,,,-0.0034522368135109227,-20.0,,,1.1982054994002738,1.5,,,,,1.0,,1.0,,,,,-0.4,,1.0,,3.8541166137074345,-0.20858234189517844,,,,,,,,0,0,,0,0,-17.833333333333332,,0,,,,,,,,,-14.0,,,0,False,,,,False,,0,,,,,0,,,,,,,,,False,,,,0,,-0.40662283905527286
2025-07-11,1612.24,1605.06,1612.86,1603.3,0.45,0.004517162100698524,0.0045069903441224204,-0.0034582095331428106,0.0025116112996074326,-0.0025488649597837465,0.0035390781233396607,0.0011970374755380377,1608.98,3.0728813839735762,1604.904,5.435112592103885,1594.4955,12.388366136271765,,,1619.2722322725435,1569.7187677274565,49.55346454508708,0.06414295256613979,7.319999999999936,12.950000000000045,33.180000000000064,66.3588390501319,9.425003398589752,8.078614907255773,1.346388491333979,100.0,94.22764227642291,,,,,-0.8888888888888888,,,-0.6666666666666666,,33.0,1609.4666666666665,-30.0,,,,,,,,,-24.0,,-1155.0,-1,,1.9800000000000182,-5.730000000000018,,,1,,12.1,,,,9.0,4.5,,,,0.004517162100698524,-808.5,,,-1.3937709309043385,0.2903225806451613,,,,,1.0,,1.0,,,,,-0.2,,1.0,,-0.4513670016191524,-0.9145080354650782,,,,,,,,0,0,,0,0,-11.0,,0,,,,,,,,,-6.0,,,0,False,,,,False,,0,,,,,0,,,,,,,,,False,,,,0,,0.7509674720217661
2025-07-14,1612.64,1607.76,1617.14,1606.72,0.02,0.00024810201955038913,0.00024807124733399746,0.0045069903441224204,-0.0034582095331428106,0.0025116112996074326,-0.0025488649597837465,0.0035390781233396607,1609.386,3.4527134256945615,1606.7130000000002,4.54336647089398,1596.5385,11.800340438889611,,,1620.1391808777794,1572.9378191222208,47.20136175555854,0.06067870235543425,2.0300000000002,18.090000000000146,40.86000000000013,76.16043262730975,9.551917293321594,8.373275384468938,1.178641908852656,100.0,94.28861788617895,,,,,-1.0,,,-1.0,,31.0,1612.1666666666667,-22.0,,,,,,,,,-17.0,,-1050.0,-1,,-2.3600000000001273,-2.0900000000001455,,,1,,12.1,,,,15.0,18.0,,,,0.00024810201955038913,-661.5,,,-0.245086440134628,0.65625,,,,,1.0,,1.0,,,,-0.052592592592595286,-0.4,,1.0,,0.5959825175663468,-0.5595938668563782,,,,,,,,0,0,,0,0,-8.0,,0,,,,,,,,,-10.0,,,0,False,,,,False,,0,,,,,0,,,,,,,,,False,,,,0,,0.46828519335956964
2025-07-15,1608.52,1612.99,1617.0,1607.26,-0.26,-0.002554816946125693,-0.0025580860601187353,0.00024807124733399746,0.0045069903441224204,-0.0034582095331428106,0.0025116112996074326,-0.0025488649597837465,1609.788,3.1366973076743143,1607.4080000000001,4.1868067917047185,1597.6535,11.827561600814496,,,1621.308623201629,1573.9983767983708,47.310246403258134,0.05447008995401036,2.009999999999991,6.9500000000000455,22.299999999999955,68.60373802418724,9.213836529441323,8.541387613463415,0.6724489159779079,82.73260687342793,94.24420229114264,,,,,-1.0,,,-1.0,,51.0,1610.926666666667,-21.0,,,,,,,,,-2.0,,-24472.0,-1,,-4.1400000000001,-3.5299999999999727,,,1,,19.9,,,,36.0,34.0,,,,-0.002554816946125693,-18.0,,,1.1959775511977568,1.3571428571428572,,,,,1.0,,1.0,,,,0.4247058823529963,-0.8,,1.0,,4.361144645651698,-0.13117094181993352,,,,,,,,0,0,,0,0,-7.0,,0,,,,,,,,,-7.0,,,0,False,,,,False,,0,,,,,0,,,,,,,,,False,,,,0,,-0.4588851247305229
2025-07-16,1614.09,1608.38,1625.72,1607.83,0.35,0.003462810533906957,0.003456828810582281,-0.0025580860601187353,0.00024807124733399746,0.0045069903441224204,-0.0034582095331428106,0.0025116112996074326,1610.496,3.700531042968106,1608.807,3.7923081508578025,1599.361,11.598576092280874,,,1622.5581521845618,1576.1638478154384,46.39430436912335,0.05237130015358367,3.5399999999999636,13.990000000000009,34.149999999999864,69.38275386736098,9.288287936322149,8.690767678035163,0.5975202582869859,100.0,94.24420229114264,,,,,-1.0,,,-1.0,,35.0,1615.88,-24.0,,,,,,,,,-19.0,,-384.0,-1,,-8.579999999999927,-1.849999999999909,,,1,,20.5,,,,14.0,10.0,,,,0.003462810533906957,-686.0,,,0.8702551723936267,0.9714285714285714,,,,,1.0,,1.0,,,,0.24409090909093514,-1.0,,1.0,,1.0940660081484435,-0.3437704784670723,,,,,,,,0,0,,0,0,-10.0,,0,,,,,,,,,-16.0,,,0,False,,,,False,,0,,,,,0,,,,,,,,,False,,,,0,,0.31915488234306505
2025-07-17,1614.15,1614.92,1618.19,1609.58,0.0,3.717264836544665e-05,3.7171957479674716e-05,0.003456828810582281,-0.0025580860601187353,0.00024807124733399746,0.0045069903441224204,-0.0034582095331428106,1612.328,2.2929391618551964,1609.922,3.524967454531348,1600.942,11.335675217276952,,,1623.613350434554,1578.270649565446,45.34270086910783,0.05244893292147229,9.160000000000082,11.150000000000091,31.62000000000012,63.54850474106499,9.245555700273371,8.801725282482806,0.443830417790565,100.0,94.24420229114264,,,,,-1.0,,,-1.0,,39.0,1613.9733333333334,-3.0,,,,,,,,,-9.0,,-6240.0,-1,,-1.1900000000000546,-1.509999999999991,,,1,,21.9,,,,26.0,21.0,,,,3.717264836544665e-05,-392.0,,,-0.09407508629828953,0.7647058823529411,,,,,1.0,,1.0,,,,-0.01962962962963704,-1.0,,1.0,,0.3711063615648198,-0.5320453622036257,,,,,,,,0,0,,0,0,-9.0,,0,,,,,,,,,-17.0,,,0,False,,,,False,,0,,,0.04623461991302558,,0,,,,,,,,,False,,,,0,,-0.0894205086517211
2025-07-18,1617.41,1614.08,1622.07,1613.16,0.2,0.0020196388191926484,0.0020176020905557576,3.7171957479674716e-05,0.003456828810582281,-0.0025580860601187353,0.00024807124733399746,0.0045069903441224204,1613.3619999999999,3.221159729036748,1611.171,3.760595254293468,1602.7,11.005850119009994,,,1624.71170023802,1580.68829976198,44.023400476040024,0.052380229238505355,5.170000000000073,12.490000000000009,35.16000000000008,71.420539730135,9.366770550089768,8.914734336004198,0.45203621408557026,100.0,100.0,,,,,-1.0,,,-1.0,,46.0,1617.5466666666669,-11.0,,,,,,,,,-15.0,,-8627.5,-1,,3.650000000000091,-8.8900000000001,,,1,,22.5,,,,18.0,16.0,,,,0.0020196388191926484,-588.0,,,0.06219866512287808,0.7567567567567568,,,,,1.0,,1.0,,,,0.015185185185196638,-0.6,,1.0,,0.6860932297446816,-0.4721020514396656,,,,,,,,0,0,,0,0,-16.0,,0,,,,,,,,,-13.0,,,0,False,,,,False,,0,,,0.21568120008356864,,0,,,,,,,,,False,,,,0,,0.37369543261140264
2025-07-20,1618.4,1615.84,1618.74,1617.42,0.06,0.000612089698963203,0.0006119024484689175,0.0020176020905557576,3.7171957479674716e-05,0.003456828810582281,-0.0025580860601187353,0.00024807124733399746,1614.5140000000001,3.8641984938621756,1611.95,4.386266445769111,1604.248,10.923519579330025,,,1626.09503915866,1582.40096084134,43.69407831731996,0.0517623329053946,5.759999999999991,7.790000000000191,30.960000000000036,67.77942108599208,9.433969984560235,9.018581465715407,0.4153885188448285,100.0,100.0,,,,,-1.0,,,-1.0,,38.0,1618.1866666666665,-9.0,,,,,,,,,-13.0,,-756.0,-1,,-0.5499999999999545,-4.310000000000173,,,1,,21.7,,,,20.0,29.0,,,,0.000612089698963203,-539.0,,,-0.10680127064711087,0.6410256410256411,,,,,1.0,,1.0,,,,-0.023703703703732672,-0.2,,1.0,,-1.985500902774069,-0.736570921947606,,,,,,,,0,0,,0,0,-15.0,,0,,,,,,,,,-20.0,,,0,False,,,,False,,0,,,0.041700331257693096,,0,,,,,,,,,False,,,,0,,1.9379258137776656
2025-07-21,1617.26,1617.55,1620.34,1612.77,-0.07,-0.0007043994068216541,-0.0007046476126480219,0.0006119024484689175,0.0020176020905557576,3.7171957479674716e-05,0.003456828810582281,-0.0025580860601187353,1616.2620000000002,2.00393862180559,1613.025,4.21900791392039,1606.2205,9.346182713589263,,,1624.9128654271785,1587.5281345728213,37.38473085435726,0.045142265229109,8.740000000000009,10.75,39.450000000000045,68.25531914893617,9.288169313737171,9.07249903531976,0.21567027841741115,92.597402597402,97.53246753246735,,,,,-0.7777777777777778,,,-0.3333333333333333,,42.0,1616.79,-1.0,,,,,,,,,-10.0,,-312.0,-1,,1.7300000000000182,-3.1099999999999,,,1,,22.1,,,,24.0,30.0,,,,-0.0007043994068216541,-117.0,,,-0.23943110337563667,0.6111111111111112,,,,,1.0,,1.0,,,,-0.08294117647059304,-0.8,,1.0,,-0.22100792458694377,-0.5936627582470319,,,,,,,,0,0,,0,0,-11.833333333333334,,0,,,,,,,,,-11.0,,,0,False,,,,False,,0,,,0.012344395497864024,,0,,,,,,,,,False,,,,0,,-0.03830405494650192
2025-07-22,1623.03,1617.26,1625.59,1616.02,0.36,0.0035677627592347605,0.0035614133912259737,-0.0007046476126480219,0.0006119024484689175,0.0020176020905557576,3.7171957479674716e-05,0.003456828810582281,1618.05,3.2080601615245876,1614.273,5.148889955876043,1608.1305,8.619791470795816,,,1625.3700829415916,1590.8909170584084,34.479165883183214,0.04441742417227504,8.940000000000055,12.480000000000018,38.200000000000045,70.08221375576491,9.528374835870181,9.163674195429845,0.36470064044033634,100.0,97.53246753246735,,,,,-0.8888888888888888,,,-0.6666666666666666,,38.0,1621.5466666666664,-25.0,,,,,,,,,-23.0,,-14492.5,-1,,-6.849999999999909,-5.619999999999891,,,1,,22.3,,,,13.0,4.5,,,,0.0035677627592347605,-710.5,,,-0.7487299083547896,0.34146341463414637,,,,,1.0,,1.0,,,,-0.20227272727276036,-0.6,,1.0,,-3.5043726353656615,-0.7195692057592185,,,,,,,,0,0,,0,0,-13.833333333333334,,0,,,,,,,,,-15.0,,,0,False,,,,False,,0,,,0.04211827688669111,,0,,,,,,,,,False,,,,0,,0.6028628147529015
2025-07-23,1618.51,1622.96,1623.9,1611.05,-0.28,-0.0027849146349728793,-0.002788799724506535,0.0035614133912259737,-0.0007046476126480219,0.0006119024484689175,0.0020176020905557576,3.7171957479674716e-05,1618.922,2.36465007981308,1615.625,4.110942714261725,1609.617,7.611673237448379,,,1624.8403464748967,1594.3936535251032,30.446692949793487,0.046283190648872256,4.3599999999999,13.519999999999982,29.730000000000018,62.95025728987984,9.247414776734104,9.180422311690696,0.06699246504340728,74.94456762749451,89.18065674163218,,,,,-0.5555555555555556,,,-0.3333333333333333,,47.0,1617.82,-20.0,,,,,,,,,-4.0,,-17500.0,-1,,-3.560000000000173,-0.10999999999989996,,,1,,21.9,,,,35.0,13.5,,,,-0.0027849146349728793,-87.5,,,-0.3577608735342892,0.5,,,,,1.0,,1.0,,,,-0.12176470588236256,-0.4,,1.0,,0.6531688768135724,-0.588569625483057,,,,,,,,0,0,,0,0,-5.666666666666667,,0,,,,,,,,,-9.0,,,0,False,,,,False,,0,,,0.03705672245535748,,0,,,,,,,,,False,,,,0,,-0.34627655435374666
2025-07-24,1613.81,1612.4,1619.42,1607.31,-0.29,-0.00290390544389596,-0.0029081299576840733,-0.002788799724506535,0.0035614133912259737,-0.0007046476126480219,0.0006119024484689175,0.0020176020905557576,1618.202,3.302297684940204,1615.7820000000002,3.9956665415237604,1610.343,7.2591380523558895,,,1624.8612761047118,1595.8247238952883,29.036552209423462,0.0430289315398866,-3.6000000000001364,1.5699999999999363,14.519999999999982,53.10800310800314,8.546976955168702,9.053733240386299,-0.5067562852175964,48.891352549888886,74.61197339246114,,,,,-0.2222222222222222,,,-0.3333333333333333,,30.0,1613.5133333333333,-4.0,,,,,,,,,-12.0,,-12.0,-1,,6.169999999999845,3.4500000000000455,,,1,,24.3,,,,23.0,36.0,,,,-0.00290390544389596,-19.0,,,-0.1596956580715414,0.696969696969697,,,,,1.0,,1.0,,,,-0.11124999999998408,-1.0,,1.0,,0.10294178794181688,-0.5344057836082794,,,,,,,,0,0,,0,0,-3.0,,0,,,,,,,,,-3.0,,,0,False,,,,False,,0,,,936974.302558341,,0,,,,,,,,,False,,,,0,,0.11642308645032118
2025-07-25,1622.91,1612.4,1622.91,1611.5,0.56,0.005638829849858418,0.005622991162036361,-0.0029081299576840733,-0.002788799724506535,0.0035614133912259737,-0.0007046476126480219,0.0006119024484689175,1619.104,3.9267900376719953,1616.809,4.397942574526074,1611.761,6.764858033287142,,,1625.2907160665743,1598.2312839334256,27.059432133148675,0.04474437263540855,4.509999999999991,10.269999999999982,28.360000000000127,64.51841359773368,8.626725363285004,8.96833166496604,-0.34160630168103623,99.33481152993409,74.39024390243917,,,,,-0.5555555555555556,,,-1.0,,21.0,1619.1066666666666,-35.0,,,,,,,,,-29.0,,-2394.0,-1,,0.9900000000000091,0.11999999999989086,,,1,,23.9,,,,6.0,2.0,,,,0.005638829849858418,-450.0,,,-1.911729437391159,0.15,,,,,1.0,,1.0,,,,-2.852500000000134,-1.0,,1.0,,-6.730158730158793,-0.9680365740161917,,,,,,,,0,0,,0,0,-2.0,,0,,,,,,,,,-5.0,,,0,False,,,,False,,0,,,0.00011241376031652934,,0,,,,,,,,,False,,,,0,,0.921041100692307
