"날짜","종가","시가","고가","저가","거래량","변동 %"
"2025- 05- 30","7,751.89","7,776.04","7,811.49","7,747.90","126.16M","-0.36%"
"2025- 05- 29","7,779.72","7,866.77","7,869.92","7,779.72","38.40M","-0.11%"
"2025- 05- 28","7,788.10","7,825.42","7,853.66","7,787.58","59.92M","-0.49%"
"2025- 05- 27","7,826.79","7,816.51","7,856.40","7,808.12","51.61M","-0.02%"
"2025- 05- 26","7,828.13","7,833.13","7,840.30","7,799.81","45.80M","1.21%"
"2025- 05- 23","7,734.40","7,876.87","7,888.97","7,620.40","79.98M","-1.65%"
"2025- 05- 22","7,864.44","7,870.57","7,887.10","7,807.05","61.21M","-0.58%"
"2025- 05- 21","7,910.49","7,913.74","7,930.61","7,873.17","58.00M","-0.40%"
"2025- 05- 20","7,942.42","7,899.86","7,955.53","7,878.57","65.94M","0.75%"
"2025- 05- 19","7,883.63","7,854.11","7,883.63","7,824.42","56.01M","-0.04%"
"2025- 05- 16","7,886.69","7,874.93","7,915.43","7,855.72","67.20M","0.42%"
"2025- 05- 15","7,853.47","7,806.12","7,853.47","7,800.37","62.40M","0.21%"
"2025- 05- 14","7,836.79","7,875.39","7,877.74","7,805.70","66.23M","-0.47%"
"2025- 05- 13","7,873.83","7,842.79","7,879.39","7,840.86","57.05M","0.30%"
"2025- 05- 12","7,850.10","7,800.18","7,880.29","7,783.69","86.22M","1.37%"
"2025- 05- 09","7,743.75","7,732.02","7,767.07","7,723.14","55.90M","0.64%"
"2025- 05- 08","7,694.44","7,657.03","7,719.83","7,646.01","62.22M","0.89%"
"2025- 05- 07","7,626.84","7,668.18","7,678.95","7,613.20","61.70M","-0.91%"
"2025- 05- 06","7,696.92","7,743.07","7,746.28","7,647.78","60.34M","-0.40%"
"2025- 05- 05","7,727.93","7,735.59","7,747.49","7,713.16","46.76M","-0.55%"
"2025- 05- 02","7,770.48","7,710.08","7,779.70","7,679.01","80.87M","2.33%"
"2025- 04- 30","7,593.87","7,586.65","7,609.32","7,512.23","111.55M","0.50%"
"2025- 04- 29","7,555.87","7,572.23","7,588.43","7,533.57","69.14M","-0.24%"
"2025- 04- 28","7,573.76","7,564.26","7,618.55","7,564.26","67.01M","0.50%"
"2025- 04- 25","7,536.26","7,565.35","7,574.25","7,525.13","71.77M","0.45%"
"2025- 04- 24","7,502.78","7,448.46","7,507.30","7,411.03","70.60M","0.27%"
"2025- 04- 23","7,482.36","7,403.93","7,555.17","7,403.93","94.94M","2.13%"
"2025- 04- 22","7,326.47","7,284.71","7,326.47","7,218.30","75.62M","0.56%"
"2025- 04- 17","7,285.86","7,311.91","7,331.64","7,257.77","60.44M","-0.60%"
"2025- 04- 16","7,329.97","7,276.39","7,332.14","7,243.77","69.62M","-0.07%"
"2025- 04- 15","7,335.40","7,255.06","7,344.20","7,239.73","76.65M","0.86%"
"2025- 04- 14","7,273.12","7,238.01","7,308.76","7,222.86","77.14M","2.37%"
"2025- 04- 11","7,104.80","7,191.48","7,204.60","7,007.63","89.41M","-0.30%"
"2025- 04- 10","7,126.02","7,296.50","7,384.47","7,126.02","125.59M","3.83%"
"2025- 04- 09","6,863.02","6,902.42","6,999.35","6,792.57","122.32M","-3.34%"
"2025- 04- 08","7,100.42","7,036.17","7,179.49","6,952.12","118.58M","2.50%"
"2025- 04- 07","6,927.12","6,804.84","7,285.73","6,763.76","197.56M","-4.78%"
"2025- 04- 04","7,274.95","7,546.43","7,552.52","7,215.76","177.45M","-4.26%"
"2025- 04- 03","7,598.98","7,689.61","7,740.91","7,585.00","115.85M","-3.31%"
"2025- 04- 02","7,858.83","7,850.88","7,859.41","7,792.98","66.24M","-0.22%"
"2025- 04- 01","7,876.36","7,837.45","7,884.35","7,814.73","73.68M","1.10%"
"2025- 03- 31","7,790.71","7,849.32","7,853.21","7,753.74","93.21M","-1.58%"
"2025- 03- 28","7,916.08","7,949.23","7,975.55","7,894.62","74.15M","-0.93%"
"2025- 03- 27","7,990.11","7,968.80","8,015.89","7,926.93","71.34M","-0.51%"
"2025- 03- 26","8,030.68","8,121.99","8,127.91","8,025.21","68.18M","-0.96%"
"2025- 03- 25","8,108.59","8,042.73","8,142.51","8,042.73","66.80M","1.08%"
"2025- 03- 24","8,022.33","8,104.71","8,114.45","8,002.34","61.43M","-0.26%"
"2025- 03- 21","8,042.95","8,062.27","8,075.44","8,010.26","145.11M","-0.63%"
"2025- 03- 20","8,094.20","8,164.09","8,167.48","8,062.14","71.33M","-0.95%"
"2025- 03- 19","8,171.47","8,104.66","8,181.85","8,096.50","67.19M","0.70%"
"2025- 03- 18","8,114.57","8,100.89","8,140.09","8,090.63","78.61M","0.50%"
"2025- 03- 17","8,073.98","8,034.23","8,087.60","8,010.71","68.24M","0.57%"
"2025- 03- 14","8,028.28","7,924.22","8,044.44","7,916.58","80.01M","1.13%"
"2025- 03- 13","7,938.21","7,983.57","8,032.65","7,927.83","82.35M","-0.64%"
"2025- 03- 12","7,988.96","8,006.04","8,072.45","7,938.85","89.41M","0.59%"
"2025- 03- 11","7,941.91","8,092.02","8,111.22","7,921.05","102.84M","-1.31%"
"2025- 03- 10","8,047.60","8,161.53","8,174.59","8,039.36","104.96M","-0.90%"
"2025- 03- 07","8,120.80","8,163.30","8,177.85","8,066.15","103.42M","-0.94%"
"2025- 03- 06","8,197.67","8,226.19","8,229.44","8,103.54","111.80M","0.29%"
"2025- 03- 05","8,173.75","8,174.08","8,245.24","8,151.47","114.73M","1.56%"
"2025- 03- 04","8,047.92","8,112.13","8,136.27","8,001.15","109.31M","-1.85%"
"2025- 03- 03","8,199.71","8,139.13","8,257.88","8,087.31","91.39M","1.09%"
"2025- 02- 28","8,111.63","8,047.04","8,111.63","8,031.48","132.22M","0.11%"
"2025- 02- 27","8,102.52","8,104.23","8,136.86","8,048.27","93.87M","-0.51%"
"2025- 02- 26","8,143.92","8,103.73","8,169.35","8,084.05","89.95M","1.15%"
"2025- 02- 25","8,051.07","8,065.36","8,107.11","8,043.13","84.12M","-0.49%"
"2025- 02- 24","8,090.99","8,138.86","8,150.64","8,064.67","70.67M","-0.78%"
"2025- 02- 21","8,154.51","8,138.24","8,180.72","8,126.87","85.17M","0.39%"
"2025- 02- 20","8,122.58","8,140.78","8,172.76","8,107.31","80.10M","0.15%"
"2025- 02- 19","8,110.54","8,205.44","8,208.67","8,097.14","76.88M","-1.17%"
"2025- 02- 18","8,206.56","8,205.94","8,225.13","8,160.61","71.13M","0.21%"
"2025- 02- 17","8,189.13","8,181.40","8,199.04","8,165.90","57.77M","0.13%"
"2025- 02- 14","8,178.54","8,164.62","8,212.64","8,155.45","84.06M","0.18%"
"2025- 02- 13","8,164.11","8,120.81","8,176.12","8,091.42","100.73M","1.52%"
"2025- 02- 12","8,042.19","8,039.61","8,067.07","7,984.72","83.61M","0.17%"
"2025- 02- 11","8,028.90","8,013.01","8,037.24","7,995.65","63.98M","0.28%"
"2025- 02- 10","8,006.22","7,977.76","8,014.13","7,971.15","69.37M","0.42%"
"2025- 02- 07","7,973.03","7,998.38","8,027.05","7,954.90","86.94M","-0.43%"
"2025- 02- 06","8,007.62","7,918.36","8,024.88","7,906.36","104.33M","1.47%"
"2025- 02- 05","7,891.68","7,888.60","7,900.71","7,858.22","63.87M","-0.19%"
"2025- 02- 04","7,906.40","7,870.29","7,915.53","7,808.11","83.79M","0.66%"
"2025- 02- 03","7,854.92","7,786.32","7,875.58","7,785.87","85.15M","-1.20%"
"2025- 01- 31","7,950.17","7,954.43","7,996.41","7,928.84","77.13M","0.11%"
"2025- 01- 30","7,941.64","7,904.47","7,951.85","7,889.22","71.72M","0.88%"
"2025- 01- 29","7,872.48","7,874.72","7,891.59","7,848.76","61.91M","-0.32%"
"2025- 01- 28","7,897.37","7,899.28","7,955.46","7,879.33","73.34M","-0.12%"
"2025- 01- 27","7,906.58","7,873.70","7,928.41","7,844.41","87.93M","-0.27%"
"2025- 01- 24","7,927.62","7,958.92","7,988.85","7,904.17","65.43M","0.44%"
"2025- 01- 23","7,892.61","7,851.40","7,896.97","7,829.40","67.60M","0.70%"
"2025- 01- 22","7,837.40","7,783.30","7,873.98","7,773.64","70.35M","0.86%"
"2025- 01- 21","7,770.95","7,724.34","7,774.76","7,713.26","62.82M","0.48%"
"2025- 01- 20","7,733.50","7,722.12","7,766.24","7,707.29","66.37M","0.31%"
"2025- 01- 17","7,709.75","7,685.04","7,732.32","7,667.85","93.24M","0.98%"
"2025- 01- 16","7,634.74","7,591.35","7,634.74","7,567.67","74.67M","2.14%"
"2025- 01- 15","7,474.59","7,447.39","7,514.91","7,415.52","90.35M","0.69%"
"2025- 01- 14","7,423.67","7,481.95","7,499.77","7,423.49","75.44M","0.20%"
"2025- 01- 13","7,408.64","7,409.56","7,424.51","7,353.05","61.44M","-0.30%"
"2025- 01- 10","7,431.04","7,495.21","7,521.22","7,417.59","65.42M","-0.79%"
"2025- 01- 09","7,490.28","7,421.20","7,504.11","7,413.15","46.77M","0.51%"
"2025- 01- 08","7,452.42","7,489.20","7,496.51","7,396.68","68.01M","-0.49%"
"2025- 01- 07","7,489.35","7,451.34","7,516.95","7,417.42","68.13M","0.59%"
"2025- 01- 06","7,445.69","7,313.36","7,454.87","7,304.47","78.73M","2.24%"
"2025- 01- 03","7,282.22","7,387.97","7,387.97","7,270.57","61.58M","-1.51%"
"2025- 01- 02","7,393.76","7,374.59","7,399.25","7,285.30","52.77M","0.18%"
"2024- 12- 31","7,380.74","7,289.79","7,381.26","7,287.14","23.24M","0.92%"
"2024- 12- 30","7,313.56","7,325.50","7,372.65","7,299.39","41.89M","-0.57%"
"2024- 12- 27","7,355.37","7,289.54","7,355.37","7,278.42","46.20M","1.00%"
"2024- 12- 24","7,282.69","7,296.69","7,316.59","7,282.69","20.58M","0.14%"
"2024- 12- 23","7,272.32","7,259.37","7,291.69","7,233.19","46.30M","-0.03%"
"2024- 12- 20","7,274.48","7,244.15","7,289.33","7,194.49","156.26M","-0.27%"
"2024- 12- 19","7,294.37","7,289.11","7,326.81","7,261.28","86.81M","-1.22%"
"2024- 12- 18","7,384.62","7,379.33","7,397.35","7,360.06","81.50M","0.26%"
"2024- 12- 17","7,365.70","7,321.94","7,381.14","7,316.48","94.10M","0.12%"
"2024- 12- 16","7,357.08","7,382.24","7,394.34","7,339.31","135.81M","-0.71%"
"2024- 12- 13","7,409.57","7,408.16","7,460.61","7,388.60","82.86M","-0.15%"
"2024- 12- 12","7,420.94","7,454.71","7,455.20","7,410.73","61.84M","-0.03%"
"2024- 12- 11","7,423.40","7,372.24","7,437.58","7,367.11","62.20M","0.39%"
"2024- 12- 10","7,394.78","7,458.29","7,460.23","7,384.88","62.09M","-1.14%"
"2024- 12- 09","7,480.14","7,484.50","7,511.02","7,444.81","70.24M","0.72%"
"2024- 12- 06","7,426.88","7,334.27","7,444.72","7,334.14","72.20M","1.31%"
"2024- 12- 05","7,330.54","7,282.72","7,351.00","7,282.72","82.65M","0.37%"
"2024- 12- 04","7,303.28","7,261.72","7,322.86","7,257.43","73.10M","0.66%"
"2024- 12- 03","7,255.42","7,244.74","7,319.87","7,228.92","73.18M","0.26%"
"2024- 12- 02","7,236.89","7,147.37","7,275.97","7,146.02","98.82M","0.02%"
"2024- 11- 29","7,235.11","7,151.30","7,241.07","7,147.74","66.53M","0.78%"
"2024- 11- 28","7,179.25","7,170.91","7,207.07","7,161.72","56.38M","0.51%"
"2024- 11- 27","7,143.03","7,150.02","7,156.42","7,091.15","77.02M","-0.72%"
"2024- 11- 26","7,194.51","7,201.65","7,256.78","7,185.49","68.77M","-0.87%"
"2024- 11- 25","7,257.47","7,329.48","7,333.23","7,239.38","122.96M","0.03%"
"2024- 11- 22","7,255.01","7,250.64","7,271.06","7,156.23","71.96M","0.58%"
"2024- 11- 21","7,213.32","7,185.20","7,223.60","7,131.21","53.38M","0.21%"
"2024- 11- 20","7,198.45","7,272.73","7,280.39","7,188.42","55.75M","-0.43%"
"2024- 11- 19","7,229.64","7,287.46","7,301.19","7,134.83","64.62M","-0.67%"
"2024- 11- 18","7,278.23","7,274.40","7,289.78","7,234.59","50.15M","0.12%"
"2024- 11- 15","7,269.63","7,256.58","7,319.53","7,236.48","66.90M","-0.58%"
"2024- 11- 14","7,311.80","7,247.92","7,319.09","7,220.05","71.04M","1.32%"
"2024- 11- 13","7,216.83","7,217.49","7,256.47","7,158.25","62.93M","-0.14%"
"2024- 11- 12","7,226.98","7,346.72","7,365.28","7,217.78","78.45M","-2.69%"
"2024- 11- 11","7,426.88","7,395.09","7,452.60","7,387.52","56.32M","1.20%"
"2024- 11- 08","7,338.67","7,440.12","7,440.95","7,330.21","67.22M","-1.17%"
"2024- 11- 07","7,425.60","7,373.19","7,450.00","7,354.28","86.93M","0.76%"
"2024- 11- 06","7,369.61","7,444.37","7,572.14","7,338.35","108.20M","-0.51%"
"2024- 11- 05","7,407.15","7,377.58","7,414.82","7,350.00","47.13M","0.48%"
"2024- 11- 04","7,371.71","7,386.32","7,445.96","7,371.71","45.72M","-0.50%"
"2024- 11- 01","7,409.11","7,364.08","7,434.26","7,358.20","56.97M","0.80%"
"2024- 10- 31","7,350.37","7,384.10","7,393.25","7,315.97","103.05M","-1.05%"
"2024- 10- 30","7,428.36","7,452.10","7,470.69","7,377.39","69.88M","-1.10%"
"2024- 10- 29","7,511.11","7,593.86","7,618.32","7,506.52","55.43M","-0.61%"
"2024- 10- 28","7,556.94","7,542.13","7,580.68","7,494.93","53.21M","0.79%"
"2024- 10- 25","7,497.54","7,489.87","7,518.75","7,459.41","50.45M","-0.08%"
"2024- 10- 24","7,503.28","7,527.64","7,565.39","7,503.02","63.32M","0.08%"
"2024- 10- 23","7,497.48","7,493.25","7,544.70","7,468.58","51.67M","-0.50%"
"2024- 10- 22","7,535.10","7,517.03","7,545.36","7,472.16","50.56M","-0.01%"
"2024- 10- 21","7,536.23","7,579.08","7,620.46","7,529.68","47.26M","-1.01%"
"2024- 10- 18","7,613.05","7,566.87","7,644.05","7,566.87","62.95M","0.39%"
"2024- 10- 17","7,583.73","7,510.13","7,624.22","7,507.95","60.45M","1.22%"
"2024- 10- 16","7,492.00","7,420.85","7,511.10","7,420.85","64.50M","-0.40%"
"2024- 10- 15","7,521.97","7,595.06","7,601.53","7,511.24","73.15M","-1.05%"
"2024- 10- 14","7,602.06","7,583.48","7,613.15","7,544.54","43.69M","0.32%"
"2024- 10- 11","7,577.89","7,530.88","7,587.52","7,504.04","52.95M","0.48%"
"2024- 10- 10","7,541.59","7,543.40","7,563.36","7,515.90","47.65M","-0.24%"
"2024- 10- 09","7,560.09","7,527.03","7,567.58","7,504.63","50.00M","0.52%"
"2024- 10- 08","7,521.32","7,480.36","7,542.05","7,475.78","54.05M","-0.72%"
"2024- 10- 07","7,576.02","7,571.97","7,585.33","7,509.87","54.78M","0.46%"
"2024- 10- 04","7,541.36","7,464.87","7,571.76","7,460.29","73.42M","0.85%"
"2024- 10- 03","7,477.78","7,555.23","7,555.24","7,458.49","77.40M","-1.32%"
"2024- 10- 02","7,577.59","7,594.81","7,623.32","7,548.98","58.41M","0.05%"
"2024- 10- 01","7,574.07","7,623.33","7,654.58","7,547.12","68.82M","-0.81%"
"2024- 09- 30","7,635.75","7,748.07","7,763.89","7,634.82","103.18M","-2.00%"
"2024- 09- 27","7,791.79","7,762.45","7,804.64","7,743.88","72.88M","0.64%"
"2024- 09- 26","7,742.09","7,663.03","7,742.09","7,652.61","78.59M","2.33%"
"2024- 09- 25","7,565.62","7,549.26","7,595.77","7,546.86","58.32M","-0.50%"
"2024- 09- 24","7,604.01","7,608.47","7,634.23","7,575.36","60.27M","1.28%"
"2024- 09- 23","7,508.08","7,499.92","7,518.77","7,456.44","63.94M","0.10%"
"2024- 09- 20","7,500.26","7,597.52","7,603.20","7,500.26","126.03M","-1.51%"
"2024- 09- 19","7,615.41","7,557.04","7,615.41","7,520.08","68.59M","2.29%"
"2024- 09- 18","7,444.90","7,489.85","7,495.31","7,444.18","45.99M","-0.57%"
"2024- 09- 17","7,487.42","7,485.14","7,523.87","7,473.90","54.49M","0.51%"
"2024- 09- 16","7,449.44","7,432.17","7,480.60","7,430.06","39.03M","-0.21%"
"2024- 09- 13","7,465.25","7,441.56","7,490.84","7,438.65","51.70M","0.41%"
"2024- 09- 12","7,435.07","7,478.91","7,484.16","7,391.54","53.48M","0.52%"
"2024- 09- 11","7,396.83","7,419.04","7,452.68","7,363.31","57.06M","-0.14%"
"2024- 09- 10","7,407.55","7,414.40","7,476.54","7,386.53","55.48M","-0.24%"
"2024- 09- 09","7,425.26","7,376.72","7,445.05","7,369.90","48.49M","0.99%"
"2024- 09- 06","7,352.30","7,424.09","7,466.14","7,341.93","60.96M","-1.07%"
"2024- 09- 05","7,431.96","7,464.28","7,498.08","7,431.96","63.44M","-0.92%"
"2024- 09- 04","7,500.97","7,490.10","7,530.83","7,482.40","54.00M","-0.98%"
"2024- 09- 03","7,575.10","7,659.81","7,671.53","7,564.99","51.98M","-0.93%"
"2024- 09- 02","7,646.42","7,628.86","7,649.10","7,572.77","32.46M","0.20%"
"2024- 08- 30","7,630.95","7,645.53","7,693.82","7,630.95","78.20M","-0.13%"
"2024- 08- 29","7,640.95","7,577.17","7,644.68","7,576.36","39.82M","0.84%"
"2024- 08- 28","7,577.67","7,587.47","7,611.92","7,577.67","37.59M","0.16%"
"2024- 08- 27","7,565.78","7,601.27","7,625.08","7,565.78","35.79M","-0.32%"
"2024- 08- 26","7,590.37","7,578.02","7,608.32","7,577.63","28.20M","0.18%"
"2024- 08- 23","7,577.04","7,544.73","7,583.50","7,534.30","38.26M","0.70%"
"2024- 08- 22","7,524.11","7,527.96","7,568.63","7,523.53","31.26M","-0.01%"
"2024- 08- 21","7,524.72","7,486.91","7,530.48","7,486.91","36.45M","0.52%"
"2024- 08- 20","7,485.73","7,518.70","7,531.70","7,481.67","38.04M","-0.22%"
"2024- 08- 19","7,502.01","7,445.31","7,519.86","7,444.72","42.31M","0.70%"
"2024- 08- 16","7,449.70","7,442.30","7,460.33","7,421.48","49.40M","0.35%"
"2024- 08- 15","7,423.37","7,356.07","7,437.34","7,318.14","48.26M","1.23%"
"2024- 08- 14","7,333.36","7,330.16","7,333.36","7,295.89","41.05M","0.79%"
"2024- 08- 13","7,275.87","7,277.70","7,282.85","7,222.08","40.39M","0.35%"
"2024- 08- 12","7,250.67","7,296.84","7,307.45","7,234.20","38.39M","-0.26%"
"2024- 08- 09","7,269.71","7,259.70","7,319.51","7,233.69","43.63M","0.31%"
"2024- 08- 08","7,247.45","7,223.01","7,262.08","7,168.99","48.24M","-0.26%"
"2024- 08- 07","7,266.01","7,161.94","7,287.85","7,145.88","77.89M","1.91%"
"2024- 08- 06","7,130.04","7,160.07","7,184.29","7,070.02","69.66M","-0.27%"
"2024- 08- 05","7,148.99","7,099.59","7,158.60","7,029.91","102.11M","-1.42%"
"2024- 08- 02","7,251.80","7,330.60","7,350.29","7,227.79","104.42M","-1.61%"
"2024- 08- 01","7,370.45","7,478.14","7,487.12","7,358.09","80.10M","-2.14%"
"2024- 07- 31","7,531.49","7,565.10","7,584.49","7,518.47","69.66M","0.76%"
"2024- 07- 30","7,474.94","7,461.61","7,501.56","7,450.93","44.70M","0.42%"
"2024- 07- 29","7,443.84","7,547.45","7,547.64","7,429.43","47.28M","-0.98%"
"2024- 07- 26","7,517.68","7,444.41","7,526.27","7,427.47","61.16M","1.22%"
"2024- 07- 25","7,427.02","7,416.70","7,430.94","7,341.25","86.63M","-1.15%"
"2024- 07- 24","7,513.73","7,500.67","7,539.95","7,464.10","54.74M","-1.12%"
"2024- 07- 23","7,598.63","7,628.02","7,661.77","7,572.98","51.05M","-0.31%"
"2024- 07- 22","7,622.02","7,573.41","7,650.93","7,566.54","50.27M","1.16%"
"2024- 07- 19","7,534.52","7,565.88","7,570.33","7,513.66","62.74M","-0.69%"
"2024- 07- 18","7,586.55","7,606.24","7,653.22","7,559.10","54.72M","0.21%"
"2024- 07- 17","7,570.81","7,556.13","7,603.46","7,524.88","47.87M","-0.12%"
"2024- 07- 16","7,580.03","7,583.50","7,603.42","7,556.55","41.90M","-0.69%"
"2024- 07- 15","7,632.71","7,682.34","7,712.85","7,618.73","50.57M","-1.19%"
"2024- 07- 12","7,724.32","7,664.94","7,737.16","7,659.09","51.47M","1.27%"
"2024- 07- 11","7,627.13","7,613.09","7,645.98","7,577.00","56.79M","0.71%"
"2024- 07- 10","7,573.55","7,525.18","7,580.12","7,487.39","54.98M","0.86%"
"2024- 07- 09","7,508.66","7,595.97","7,601.85","7,484.62","70.43M","-1.56%"
"2024- 07- 08","7,627.45","7,637.89","7,746.06","7,627.45","59.23M","-0.63%"
"2024- 07- 05","7,675.62","7,720.54","7,738.19","7,643.69","52.53M","-0.26%"
"2024- 07- 04","7,695.78","7,677.34","7,701.35","7,667.05","50.80M","0.83%"
"2024- 07- 03","7,632.08","7,579.64","7,662.06","7,566.41","68.45M","1.24%"
"2024- 07- 02","7,538.29","7,517.65","7,543.15","7,477.27","65.36M","-0.30%"
"2024- 07- 01","7,561.13","7,673.48","7,688.20","7,561.13","86.51M","1.09%"
"2024- 06- 28","7,479.40","7,544.40","7,544.40","7,456.47","82.28M","-0.68%"
"2024- 06- 27","7,530.72","7,619.10","7,626.38","7,522.16","63.13M","-1.03%"
"2024- 06- 26","7,609.15","7,703.80","7,707.15","7,559.63","66.43M","-0.69%"
"2024- 06- 25","7,662.30","7,648.14","7,671.06","7,617.16","66.82M","-0.58%"
"2024- 06- 24","7,706.89","7,633.99","7,725.28","7,629.27","60.68M","1.03%"
"2024- 06- 21","7,628.57","7,653.14","7,673.73","7,601.82","147.59M","-0.56%"
"2024- 06- 20","7,671.34","7,585.98","7,682.64","7,577.92","67.21M","1.34%"
"2024- 06- 19","7,570.20","7,617.35","7,626.13","7,566.09","59.20M","-0.77%"
"2024- 06- 18","7,628.80","7,636.69","7,641.12","7,564.02","74.42M","0.76%"
"2024- 06- 17","7,571.57","7,539.03","7,580.94","7,482.38","78.51M","0.91%"
"2024- 06- 14","7,503.27","7,685.50","7,686.89","7,464.84","158.95M","-2.66%"
"2024- 06- 13","7,708.02","7,855.37","7,858.32","7,692.72","96.88M","-1.99%"
"2024- 06- 12","7,864.70","7,813.77","7,875.18","7,802.01","81.84M","0.97%"
"2024- 06- 11","7,789.21","7,921.09","7,931.72","7,759.84","95.66M","-1.33%"
"2024- 06- 10","7,893.98","7,812.52","7,893.98","7,812.52","105.50M","-1.35%"
"2024- 06- 07","8,001.80","8,046.92","8,048.59","7,943.29","67.50M","-0.48%"
"2024- 06- 06","8,040.12","8,044.29","8,055.52","8,015.69","51.76M","0.42%"
"2024- 06- 05","8,006.57","7,983.03","8,036.40","7,957.92","53.12M","0.87%"
"2024- 06- 04","7,937.90","7,974.44","7,984.25","7,914.27","60.13M","-0.75%"
"2024- 06- 03","7,998.02","8,069.62","8,072.31","7,995.08","51.29M","0.06%"
"2024- 05- 31","7,992.87","7,972.55","7,996.89","7,960.17","150.58M","0.18%"
"2024- 05- 30","7,978.51","7,914.85","7,981.08","7,914.17","49.49M","0.55%"
"2024- 05- 29","7,935.03","8,033.56","8,040.03","7,926.42","62.60M","-1.52%"
"2024- 05- 28","8,057.80","8,134.72","8,148.76","8,041.02","45.67M","-0.92%"
"2024- 05- 27","8,132.49","8,088.34","8,132.49","8,086.76","31.03M","0.46%"
"2024- 05- 24","8,094.97","8,053.79","8,104.07","8,042.30","39.40M","-0.09%"
"2024- 05- 23","8,102.33","8,104.31","8,135.81","8,082.48","45.13M","0.13%"
"2024- 05- 22","8,092.11","8,128.58","8,128.58","8,078.50","51.87M","-0.61%"
"2024- 05- 21","8,141.46","8,163.17","8,167.50","8,097.98","51.37M","-0.67%"
"2024- 05- 20","8,195.97","8,178.63","8,221.30","8,175.46","34.70M","0.35%"
"2024- 05- 17","8,167.50","8,176.79","8,192.92","8,135.80","63.20M","-0.26%"
"2024- 05- 16","8,188.49","8,239.77","8,239.77","8,183.19","50.66M","-0.63%"
"2024- 05- 15","8,239.99","8,241.68","8,253.10","8,203.40","54.88M","0.17%"
"2024- 05- 14","8,225.80","8,213.81","8,233.18","8,187.69","51.52M","0.20%"
"2024- 05- 13","8,209.28","8,211.07","8,223.81","8,186.77","48.11M","-0.12%"
"2024- 05- 10","8,219.14","8,232.65","8,259.19","8,211.20","57.09M","0.38%"
"2024- 05- 09","8,187.65","8,123.92","8,191.92","8,114.88","39.07M","0.69%"
"2024- 05- 08","8,131.41","8,093.62","8,157.48","8,089.28","53.99M","0.69%"
"2024- 05- 07","8,075.68","8,036.75","8,077.64","8,006.31","58.69M","0.99%"
"2024- 05- 06","7,996.64","7,975.86","8,033.23","7,961.45","43.78M","0.49%"
"2024- 05- 03","7,957.57","7,943.87","8,003.95","7,921.21","69.64M","0.54%"
"2024- 05- 02","7,914.65","7,954.01","7,956.52","7,908.63","75.73M","-0.88%"
"2024- 04- 30","7,984.93","8,073.64","8,081.71","7,971.80","76.46M","-0.99%"
"2024- 04- 29","8,065.15","8,116.43","8,128.00","8,065.15","55.16M","-0.29%"
"2024- 04- 26","8,088.24","8,072.23","8,114.63","8,024.62","65.90M","0.89%"
"2024- 04- 25","8,016.65","8,094.55","8,095.43","7,955.51","70.13M","-0.93%"
"2024- 04- 24","8,091.86","8,105.22","8,146.96","8,078.77","69.59M","-0.17%"
"2024- 04- 23","8,105.78","8,064.32","8,111.17","8,052.57","64.05M","0.81%"
"2024- 04- 22","8,040.36","8,068.14","8,071.81","8,007.45","56.90M","0.22%"
"2024- 04- 19","8,022.41","7,971.68","8,039.48","7,946.84","65.69M","-0.01%"
"2024- 04- 18","8,023.26","8,013.91","8,039.19","7,976.40","57.58M","0.52%"
"2024- 04- 17","7,981.51","7,958.52","8,060.99","7,958.00","59.95M","0.62%"
"2024- 04- 16","7,932.61","7,899.36","7,975.96","7,899.36","73.14M","-1.40%"
"2024- 04- 15","8,045.11","8,051.26","8,126.38","8,028.84","53.99M","0.43%"
"2024- 04- 12","8,010.83","8,092.45","8,118.02","7,980.39","59.19M","-0.16%"
"2024- 04- 11","8,023.74","8,048.16","8,092.82","7,974.06","62.26M","-0.27%"
"2024- 04- 10","8,045.38","8,101.04","8,101.47","7,976.01","56.91M","-0.05%"
"2024- 04- 09","8,049.17","8,090.47","8,103.20","8,032.27","52.22M","-0.86%"
"2024- 04- 08","8,119.30","8,050.02","8,145.22","8,049.51","49.23M","0.72%"
"2024- 04- 05","8,061.31","8,050.25","8,062.01","8,019.29","65.17M","-1.11%"
"2024- 04- 04","8,151.55","8,154.41","8,189.66","8,137.98","49.45M","-0.02%"
"2024- 04- 03","8,153.23","8,144.96","8,160.04","8,120.95","63.54M","0.29%"
"2024- 04- 02","8,130.05","8,195.65","8,253.05","8,121.39","71.70M","-0.92%"
"2024- 03- 28","8,205.81","8,216.77","8,253.59","8,205.81","63.58M","0.01%"
"2024- 03- 27","8,204.81","8,186.07","8,230.38","8,174.26","49.55M","0.25%"
"2024- 03- 26","8,184.75","8,160.64","8,188.53","8,136.64","54.98M","0.41%"
"2024- 03- 25","8,151.60","8,147.80","8,165.95","8,101.83","45.33M","0.00%"
"2024- 03- 22","8,151.92","8,149.23","8,179.32","8,129.17","50.22M","-0.34%"
"2024- 03- 21","8,179.72","8,228.71","8,229.25","8,139.52","60.10M","0.22%"
"2024- 03- 20","8,161.41","8,149.71","8,168.23","8,125.65","44.96M","-0.48%"
"2024- 03- 19","8,201.05","8,145.50","8,202.36","8,140.60","51.45M","0.65%"
"2024- 03- 18","8,148.14","8,175.98","8,184.34","8,134.14","44.61M","-0.20%"
"2024- 03- 15","8,164.35","8,163.19","8,212.69","8,155.69","151.12M","0.04%"
