"날짜","종가","시가","고가","저가","거래량","변동 %"
"2025- 02- 05","198.50","200.49","201.02","198.26","","-0.89%"
"2025- 02- 04","200.29","201.46","202.48","199.77","","-0.42%"
"2025- 02- 03","201.13","202.40","203.21","201.15","","0.20%"
"2025- 01- 31","200.73","199.35","201.09","198.93","","0.84%"
"2025- 01- 30","199.06","199.09","199.39","198.50","","0.14%"
"2025- 01- 29","198.79","199.60","199.92","198.49","","-0.26%"
"2025- 01- 28","199.31","198.00","200.06","197.73","","0.88%"
"2025- 01- 27","197.58","197.32","198.12","196.77","","0.26%"
"2025- 01- 24","197.06","197.00","198.01","196.54","","0.14%"
"2025- 01- 23","196.78","197.60","197.94","196.53","","-0.27%"
"2025- 01- 22","197.31","197.09","197.77","196.57","","0.24%"
"2025- 01- 21","196.84","197.15","198.35","196.16","","0.05%"
"2025- 01- 20","196.74","198.93","199.39","196.63","","-1.02%"
"2025- 01- 17","198.76","198.85","199.34","198.13","","0.10%"
"2025- 01- 16","198.56","198.68","199.26","197.72","","0.08%"
"2025- 01- 15","198.40","199.18","199.64","198.09","","-0.25%"
"2025- 01- 14","198.90","199.99","200.38","198.79","","-0.41%"
"2025- 01- 13","199.72","200.88","201.15","199.81","","-0.58%"
"2025- 01- 10","200.89","199.04","201.27","198.63","","1.07%"
"2025- 01- 09","198.77","198.85","199.89","198.40","","-0.08%"
"2025- 01- 08","198.93","198.61","199.84","197.61","","0.30%"
"2025- 01- 07","198.34","199.82","200.15","197.17","","-0.60%"
"2025- 01- 06","199.53","200.66","201.46","198.71","","-0.51%"
"2025- 01- 03","200.56","201.40","201.68","200.57","","-0.39%"
"2025- 01- 02","201.35","202.27","202.39","200.46","","-0.46%"
"2025- 01- 01","202.28","202.49","202.49","202.49","","-0.02%"
"2024- 12- 31","202.32","201.68","202.71","201.38","","0.52%"
"2024- 12- 30","201.28","201.57","202.36","200.90","","-0.23%"
"2024- 12- 27","201.74","201.20","203.77","200.90","","0.36%"
"2024- 12- 26","201.02","199.66","201.60","199.59","","0.73%"
"2024- 12- 25","199.56","200.26","200.26","199.43","","-0.20%"
"2024- 12- 24","199.96","199.13","200.32","198.67","","0.56%"
"2024- 12- 23","198.85","198.18","199.46","198.11","","0.44%"
"2024- 12- 20","197.97","198.15","199.20","197.76","","0.01%"
"2024- 12- 19","197.95","199.63","199.65","197.73","","-0.71%"
"2024- 12- 18","199.36","197.57","199.93","196.88","","1.04%"
"2024- 12- 17","197.31","197.39","197.82","196.85","","0.03%"
"2024- 12- 16","197.25","196.37","197.77","196.36","","0.09%"
"2024- 12- 13","197.07","196.85","197.50","196.57","","0.16%"
"2024- 12- 12","196.75","196.90","197.58","196.54","","0.08%"
"2024- 12- 11","196.59","197.96","198.29","196.60","","-0.62%"
"2024- 12- 10","197.81","197.01","198.16","196.36","","0.55%"
"2024- 12- 09","196.72","195.96","197.82","195.93","","0.46%"
"2024- 12- 06","195.82","194.93","196.79","194.76","","0.61%"
"2024- 12- 05","194.63","194.52","195.52","194.25","","0.23%"
"2024- 12- 04","194.19","194.43","195.23","193.02","","0.04%"
"2024- 12- 03","194.11","193.26","198.24","192.23","","0.55%"
"2024- 12- 02","193.04","192.74","193.80","192.68","","0.26%"
"2024- 11- 29","192.54","192.64","193.32","192.21","","0.09%"
"2024- 11- 28","192.37","192.10","192.91","191.81","","0.41%"
"2024- 11- 27","191.59","192.68","192.93","191.75","","-0.49%"
"2024- 11- 26","192.53","193.32","194.57","192.21","","-0.30%"
"2024- 11- 25","193.10","193.51","194.03","192.90","","-0.23%"
"2024- 11- 22","193.54","193.52","194.38","193.01","","0.12%"
"2024- 11- 21","193.30","193.21","193.84","192.68","","0.19%"
"2024- 11- 20","192.93","192.49","193.46","191.71","","0.32%"
"2024- 11- 19","192.31","192.34","192.91","191.99","","0.10%"
"2024- 11- 18","192.11","193.01","193.41","191.85","","-0.29%"
"2024- 11- 15","192.66","194.40","195.08","192.73","","-0.82%"
"2024- 11- 14","194.25","194.51","195.01","193.32","","-0.02%"
"2024- 11- 13","194.29","194.66","195.21","193.54","","-0.03%"
"2024- 11- 12","194.34","194.16","194.99","193.51","","0.23%"
"2024- 11- 11","193.89","194.74","194.77","193.83","","-0.30%"
"2024- 11- 08","194.48","193.66","195.12","193.35","","0.66%"
"2024- 11- 07","193.21","195.31","195.73","193.38","","-0.96%"
"2024- 11- 06","195.08","194.11","195.91","193.46","","0.67%"
"2024- 11- 05","193.78","193.60","194.51","193.46","","0.23%"
"2024- 11- 04","193.33","193.42","194.02","192.34","","-0.09%"
"2024- 11- 01","193.51","193.00","193.96","192.79","","0.36%"
"2024- 10- 31","192.82","193.88","194.28","192.88","","-0.45%"
"2024- 10- 30","193.69","194.13","194.39","192.88","","-0.14%"
"2024- 10- 29","193.97","194.06","194.85","193.17","","0.01%"
"2024- 10- 28","193.95","195.21","195.26","193.91","","-0.49%"
"2024- 10- 25","194.90","193.74","195.79","193.34","","0.67%"
"2024- 10- 24","193.61","193.74","194.30","193.43","","-0.01%"
"2024- 10- 23","193.63","193.71","194.57","193.38","","0.08%"
"2024- 10- 22","193.48","193.80","194.30","193.33","","-0.10%"
"2024- 10- 21","193.68","192.87","194.26","192.38","","0.53%"
"2024- 10- 18","192.65","192.49","193.29","192.24","","0.19%"
"2024- 10- 17","192.29","191.65","192.88","191.29","","0.39%"
"2024- 10- 16","191.54","191.59","192.11","191.13","","0.01%"
"2024- 10- 15","191.53","191.66","192.07","190.85","","0.09%"
"2024- 10- 14","191.35","190.94","192.18","190.94","","0.29%"
"2024- 10- 11","190.80","190.79","191.49","190.20","","0.14%"
"2024- 10- 10","190.54","190.29","191.52","189.88","","0.27%"
"2024- 10- 09","190.02","189.98","190.65","189.59","","0.18%"
"2024- 10- 08","189.68","191.76","192.12","189.88","","-1.02%"
"2024- 10- 07","191.63","191.90","192.45","191.32","","-0.09%"
"2024- 10- 04","191.81","190.23","192.63","189.63","","0.99%"
"2024- 10- 03","189.93","188.79","190.68","188.46","","0.71%"
"2024- 10- 02","188.59","188.76","188.94","187.68","","0.00%"
"2024- 10- 01","188.59","187.73","188.93","187.45","","0.52%"
"2024- 09- 30","187.62","186.85","187.96","185.80","","0.55%"
"2024- 09- 27","186.60","187.38","188.74","186.35","","-0.33%"
"2024- 09- 26","187.22","189.91","190.10","187.26","","-1.26%"
"2024- 09- 25","189.61","188.56","190.40","188.18","","0.62%"
"2024- 09- 24","188.45","189.18","190.06","188.45","","-0.34%"
"2024- 09- 23","189.10","188.98","189.88","188.89","","0.14%"
"2024- 09- 20","188.83","187.99","189.71","187.73","","0.59%"
"2024- 09- 19","187.72","187.35","188.60","187.13","","0.79%"
"2024- 09- 18","186.25","186.18","187.20","185.94","","0.21%"
"2024- 09- 17","185.86","186.20","186.35","185.43","","-0.15%"
"2024- 09- 16","186.13","187.49","187.63","185.66","","-0.58%"
"2024- 09- 13","187.22","187.89","188.06","186.62","","-0.22%"
"2024- 09- 12","187.63","188.18","188.76","187.71","","-0.23%"
"2024- 09- 11","188.06","188.79","188.96","187.91","","-0.30%"
"2024- 09- 10","188.63","188.76","189.24","188.24","","0.02%"
"2024- 09- 09","188.59","188.85","189.60","188.21","","-0.01%"
"2024- 09- 06","188.61","188.01","189.10","187.10","","0.37%"
"2024- 09- 05","187.91","187.72","188.63","187.35","","0.25%"
"2024- 09- 04","187.45","188.30","189.15","187.54","","-0.32%"
"2024- 09- 03","188.05","188.02","188.84","187.68","","0.08%"
"2024- 09- 02","187.90","188.63","188.98","187.94","","-0.30%"
"2024- 08- 30","188.47","187.99","188.84","187.66","","0.34%"
"2024- 08- 29","187.83","187.70","188.16","187.04","","0.20%"
"2024- 08- 28","187.46","186.30","187.85","186.22","","0.75%"
"2024- 08- 27","186.07","186.55","187.34","186.18","","-0.16%"
